ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2018-09-11,27859.720451222893,20326.816970477536,41520.3582562129,27847.77687508594,27867.602996880883,0.11511043114988989,0.11511043114988989,0.11511043114988989,0.11511043114988989,0.11511043114988989,0.11511043114988989,0.0,0.0,0.0,31066.664884078564
2018-09-12,27822.336751569765,20990.217804161268,41083.57786666806,27806.963191449828,27832.519836843738,0.09866225732438569,0.09866225732438569,0.09866225732438569,0.09866225732438569,0.09866225732438569,0.09866225732438569,0.0,0.0,0.0,30567.35129951885
2018-09-13,27784.95305191664,18627.994742205254,40155.75698417017,27765.68289417423,27796.49903579586,0.04453774199988252,0.04453774199988252,0.04453774199988252,0.04453774199988252,0.04453774199988252,0.04453774199988252,0.0,0.0,0.0,29022.43212242175
2018-09-14,27747.56935226351,16844.63551066945,38884.6273803844,27725.394947014112,27762.554396281037,-0.0003731179270596262,-0.0003731179270596262,-0.0003731179270596262,-0.0003731179270596262,-0.0003731179270596262,-0.0003731179270596262,0.0,0.0,0.0,27737.216236705848
2018-09-15,27710.185652610384,10509.823211775662,32348.848487621523,27685.249608291542,27729.62494604699,-0.23303584470427524,-0.23303584470427524,-0.23303584470427524,-0.23303584470427524,-0.23303584470427524,-0.23303584470427524,0.0,0.0,0.0,21252.719132142032
2018-09-16,27672.80195295726,12032.163690589306,33542.05082333435,27643.36855153147,27699.35450020082,-0.1775539182311628,-0.1775539182311628,-0.1775539182311628,-0.1775539182311628,-0.1775539182311628,-0.1775539182311628,0.0,0.0,0.0,22759.387537774724
2018-09-17,27635.41825330413,20902.866208337276,42111.57075159055,27600.242909795998,27666.066657715408,0.15265245038896852,0.15265245038896852,0.15265245038896852,0.15265245038896852,0.15265245038896852,0.15265245038896852,0.0,0.0,0.0,31854.032567195038
2018-09-18,27598.034553651007,19313.886893201205,41602.29105515854,27555.827587961132,27632.900467907806,0.11511043115006561,0.11511043115006561,0.11511043115006561,0.11511043115006561,0.11511043115006561,0.11511043115006561,0.0,0.0,0.0,30774.856210016183
2018-09-19,27560.650853997875,19194.621784993295,41238.42432622487,27513.52518417043,27603.267457839862,0.09866225732449024,0.09866225732449024,0.09866225732449024,0.09866225732449024,0.09866225732449024,0.09866225732449024,0.0,0.0,0.0,30279.846880585443
2018-09-20,27523.26715434475,18048.01878654303,40565.32223201404,27470.21791475142,27573.75629912092,0.044537742000097524,0.044537742000097524,0.044537742000097524,0.044537742000097524,0.044537742000097524,0.044537742000097524,0.0,0.0,0.0,28749.091325864712
2018-09-21,27485.883454691626,17067.586325884644,38192.682770643376,27427.358101332182,27541.33810688424,-0.00037311792700419136,-0.00037311792700419136,-0.00037311792700419136,-0.00037311792700419136,-0.00037311792700419136,-0.00037311792700419136,0.0,0.0,0.0,27475.62797883513
2018-09-22,27448.499755038498,10695.758527417982,31830.012109176987,27383.038902028085,27509.048579730643,-0.2330358447046013,-0.2330358447046013,-0.2330358447046013,-0.2330358447046013,-0.2330358447046013,-0.2330358447046013,0.0,0.0,0.0,21052.015428749062
